Control_10h	Control_24h	Control_2h	Control_6h	Virus_10h	Virus_24h	Virus_2h	Virus_6h	Contrib.Control_10h	Contrib.Control_24h	Contrib.Control_2h	Contrib.Control_6h	Contrib.Virus_10h	Contrib.Virus_24h	Contrib.Virus_2h	Contrib.Virus_6h	Contrib	GroupContrib	color	importance
P0DTC9	-0.354583644150081	-0.354717819152339	-0.351976783937066	-0.355619866922384	-0.045453516100632	2.11106723170797	-0.355544790141193	-0.293170811304281	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	-0.095457056138398
P0DTD2	-0.344700815733785	-0.338527962166876	-0.340559481658731	-0.33590728742206	-0.120204612506775	2.10585424297659	-0.334193164984823	-0.314647674872138	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	-0.0803630071043691
P0DTC3	-0.427334532894592	-0.436659205857573	-0.442042611524717	-0.428829042588341	-0.179707050339061	2.77047897346866	-0.441389009904349	-0.397719011495967	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	-0.0478574379820122
O95274	-0.452867335687751	-0.126715019036783	-0.670423686856454	0.023223424048543	-0.247807201957472	2.56065916559201	-0.409734948160935	-0.429830687507224	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	-0.0353782492191566
Q9UL33	0.431060685980032	2.1351322188584	-0.62949210874716	-1.00464329907727	0.413505537469501	0.0902199933281225	-0.907757903776469	-0.447059925260888	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.542229663412103
Q9H190	-0.236474262063137	-2.07228070374864	0.865812028749592	0.870889671424011	0.131337347713233	-0.621939294098761	0.827615402605358	0.511394940618813	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.47511586472036
Q7KZ85	0.26794745889324	2.07991083730678	-0.428516639390661	-0.589298780231218	0.274595627466267	0.751848889402828	-1.02566634427852	-0.495503144479055	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.287108464222691
P31321	0.499770677354681	1.76338495167721	-0.816595118619898	-0.691838342551865	0.0698863072192121	0.662296931939253	-0.67878844897662	-0.77902611222807	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.282226010482985
P02753	0.552395795444923	2.19531871372172	-0.857955571146335	-0.4898274389404	0.657774112102394	-0.63790909064542	-0.958380808003657	-0.5738460347523	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.273866889584275
O43795	-0.906008276013987	-1.87115230386122	0.927637806556957	0.478403074282065	0.500140930561674	0.106935067760012	0.959352901948742	0.00558070698486014	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Virus_2h	black	0.251774264783013
O15551	-0.612729987393897	-1.7825878679551	1.03712796766737	0.906864446827834	-0.0192489277079194	-0.693435522507232	0.864385637037658	0.649242510663314	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.211108250415101
O75116	0.539020502703815	1.90758339603974	-0.35208977521084	-1.07673338936486	0.289867239477403	0.425590473309342	-0.994501629748215	-0.503504136172139	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.210394579139306
Q13685	-0.0326046398301582	2.30148653025064	-0.639806830823588	0.032989768557328	0.617646531604304	-0.364988524698682	-1.02022424408089	-0.581686541157598	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.184718024295779
O75127	0.361730008087701	1.67264025416406	-0.674389166544864	-0.583458093520031	0.192281081156619	1.00627030610283	-1.09083978196098	-1.021125846824	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.179968522370155
O60292	-0.294059219163832	-2.0091015676041	0.890780556609742	0.911271745463522	0.424720683206957	-0.56610921517237	0.618637905265204	0.711143408013053	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.111457021656031
Q2M2H8	-0.187396197089981	-1.81255144611113	1.14040103527311	0.307126158228789	0.236337175588597	-1.16235925553014	0.942231019354763	0.354592627058999	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.0961341970336488
P08243	-0.295145331900284	1.9680792899643	-0.643421255132961	-0.699028781464982	0.491358338582326	1.00712519891271	-0.864337822540017	-0.909122745618436	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0402961764482418
Q14739	-1.21965593786797	-1.50237152763847	1.01818394553746	0.661435614071569	-0.0928300161288814	-0.652862559694865	0.783875842856465	0.759971674191596	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.033845814328026
P06493	-1.54877025323864	0.887393038881743	1.36502742692692	-0.788491281157408	-0.756722320798163	0.205742956199751	0.479677263717532	-0.243845577565225	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.407242479973143
Q14517	1.73801691411792	-0.872827693256663	-0.81937494405075	-0.14010513984678	1.2950993143126	0.150341593309258	-0.997328757921803	0.0702550012923458	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.336563743099119
P48730_P49674	1.46805405244443	-0.564740603230699	-1.10735758075891	0.157027344801549	1.30910538712016	-0.0407201551754355	-1.10814829651516	0.0556424058941485	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.326269957229471
Q00266_P31153	0.902527118789473	-0.257215021719231	-1.37729689713385	0.883908293225641	0.955645101575514	0.409598760518345	-1.67943412009683	0.266679074184931	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.320556922631572
Q9BQP7	-1.49630787364506	-0.0501491733006675	1.65161445341055	-0.503296897727389	-0.616356021904634	0.441404833113442	0.77646390045945	-0.574684768464861	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.283899498688139
P35869	1.06959812758271	-1.41011246636836	-0.761070756262145	0.561908371041408	1.04081576783617	0.163211231042982	-0.980188188479196	0.110553761257495	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.259491407668355
P15260	0.858025295776285	-1.8829644778466	-0.572838990983479	0.704561666509962	1.11335068942412	-0.56699187790762	-0.717551951983755	0.892622646321866	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.255837977521883
Q9BPZ3	-1.00968435684393	1.01472304281233	1.06581828923282	-1.36612050144255	-0.455721607085198	0.261467368348123	0.476384513030594	-0.684677583322851	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.240136810635678
P46013	-1.07651224577412	1.31375573473599	1.03702381504716	-0.580487609984104	-0.84155096668016	-0.514320343006998	0.548871341763879	-0.295734252798444	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.215521060763237
P31153	1.15587315153148	-0.346080438759658	-1.33708941602777	-0.00716043399531065	1.09858554790041	0.955196510024963	-1.53595131203801	0.294951357458468	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.172326202942308
P35249	-1.15244231166192	0.802642564822294	2.00726316283973	-1.35954904258332	-0.376204297110639	-0.21343722486774	0.496912234735206	-0.237371938448738	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.166795307428493
Q13257	-1.24812355438338	0.434605017302996	1.72077490118364	-1.07977234749058	-0.325916567046245	-0.249642274357926	1.00611165231242	-0.199653032687938	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.147082212371827
O75717	-1.43738720936322	0.836930084309154	1.06511397914173	-0.0123646306131264	-0.740879573382363	0.60578226269502	0.649615904788705	-0.393903356955217	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.142001297446849
P49959	-1.38101721211501	0.540207783232963	1.76107238828846	-0.442315325399094	-0.930141478925856	0.562257404420346	0.381173089992254	-0.577083889794104	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.137223873843784
O43663	-0.783320038605445	1.19492809219263	0.931141104375417	-0.784703084851601	-0.887015914989379	0.196685831138969	0.72819306340333	-0.393243008662925	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.124969916375584
Q6P2Q9	-1.31910376177167	0.785791926359588	1.25714566514754	-0.63956477530133	-0.391665917351296	0.386631950206972	0.143636811794414	-0.226383107984813	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.12350800052522
Q8WYA6	-1.08754415697013	1.000507007187	1.66624776026868	-0.361987973259405	-0.429101205641351	0.216284220826381	-0.231758878902908	-0.518719501597325	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.0971088969203469
P11388	-0.771079458546424	1.62004460431409	0.934551714204429	-1.09940143172155	-0.23537236428466	-0.670161038290825	0.623395374132266	-0.29549251009076	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.0755198170359582
Q9H0H5	-0.755569249864885	1.14749570644752	1.2101605589233	-0.744541271676101	-0.434924950278518	-0.858570667726971	0.74179701373979	-0.231147585097764	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.0737344387385936
O95478	1.24825185081271	-0.630866984197028	-0.803983395198467	-0.0949518362092167	1.66645843173691	0.351860355701908	-1.51546603235021	0.0943353607043551	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.0671199904419664
Q49A26	-0.911548789697666	1.09750025906833	0.935504420643952	-0.432807729772182	-0.404490160282984	-0.979272060627296	1.40060304972344	-0.852931330004335	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Virus_2h	black	0.0646559363452757
O94925	-1.14704813557396	1.20549083320982	0.530912750712128	-0.381654615273313	-0.22787039612218	-0.081745664622463	0.419972085795579	-0.254175068583005	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.0610690558679832
Q8WWK9	-1.16741615627546	1.79772563014438	0.991625930098849	-0.524865080520289	-0.643738812358777	0.178622605231016	0.420778650492483	-0.421772248295435	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.0524026785001517
O75643	-1.30484284715832	1.32798746314737	1.10940892047544	-0.794692448330983	-0.259537784031449	-0.160881468855469	0.106779880133053	-0.337562682795457	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.0517238973485364
Q5TBB1	-1.79866752413704	0.610340458662091	1.24165952906546	-0.860027195148405	-0.444497164496313	0.597062134299647	0.568560605900216	-0.145554452105634	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.047665583616924
Q7Z2T5	-1.42471599430256	1.19457087152328	1.24054463502122	-0.350324211735369	-1.37954137986708	0.595034918808817	0.912836476314251	-0.309111097507433	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.041750915141673
Q9NVI1	-0.724460809803002	1.69277231348893	0.83888625230189	-1.5088314733424	-0.469885700339045	0.396697119702725	0.235506810775232	-0.379468323212085	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.0399632215838628
O94956	-0.908074309790162	1.25299077585678	0.906568290164747	-0.0118710709665437	-1.09900643059962	-0.574135853561817	0.846338128432203	-0.521046496586384	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.0279134506025028
O14777	-0.859930733406322	0.834882174227857	1.29289058412313	-1.13832002884053	-0.0803658261567552	-0.348871411873378	0.829604200279645	-0.400375223567271	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.01873254687836
Q14980	-1.17916853673875	0.431709694560707	1.18557419652052	-0.350546127589629	-0.63821169088565	-0.809680908862536	0.701708419861469	0.000434954726792161	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.00118542022330821
P08174	0.519819681859124	0.0139577686747679	0.558856116027541	-2.47903588590317	0.662506525964029	-0.314339015571927	0.768438762927376	0.191539784367322	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Virus_2h	black	-0.828302878008418
Q16719	0.656746920978727	0.311749509558096	0.803122562787549	-2.50996494982566	0.474386533251402	-0.327445563950172	0.218273682519493	0.165729464922264	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	-0.415818774424308
Q03169	0.491542161018698	0.3239074957636	0.496777904460689	-2.45142578794625	0.347174960620427	-0.436121268352418	0.323187485894512	0.522245358210414	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	-0.343668432079812
P48507	0.0134056153483333	-0.535862218759502	0.692467242988264	-2.42447551663171	0.847014894545033	0.586296121195871	-0.139969819883083	0.144784320428785	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.142933233176377
Q03135	0.244690105111439	0.381070180240227	0.429108797100369	-2.60997130025418	0.399113444948292	0.660574229720528	0.313290579080978	0.0182903489859157	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	-0.0497110527427149
Q8TB92	-0.924460017812887	-0.0869110670893838	-1.12018026823273	0.750318144546085	1.4019118864527	0.0283817769740254	0.986384045221777	-0.734785425925474	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.659690029353931
Q16778	-1.02075738508305	-0.586088032409029	-1.34628536870713	1.03209227909138	1.28396631214416	-0.151004809084813	1.03341415865103	-0.419844723942725	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.423194147014664
P30046	-0.988786679624474	0.0898592791519231	-1.34208582371391	1.18791021798393	1.3327046749281	-0.605668742244165	0.937318252540701	-0.329396707039416	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.342811149217927
P51665	-1.57397076255371	0.282390431404975	-0.973000010465185	-0.180860698054785	1.43439967386986	1.0775890656825	0.735406463013426	-0.334026600482799	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.265506370972026
P14174	-0.27621627137442	-0.179306910653246	-1.48806365740936	0.173628028156062	1.21093663933148	0.179483395668618	0.874643010676698	-1.03343426541563	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.264004871286416
Q69YU5	-0.581816921998903	0.587867669526406	-0.995476803665844	0.0933418219485314	1.42965268942931	-0.434937113420765	0.654090241539067	-0.382480325963716	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.191919786916756
P30047	-0.673862121607404	0.622611747100315	-1.67588494082473	0.486951169502905	1.08457262276815	-0.449610898836587	0.722210062630271	-0.618681090999338	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.191874822773497
Q9H1I8	-1.47431469271902	-0.253835922923497	-0.972988717071309	0.393284568994685	1.19021320122762	1.02546848265985	0.960010694700457	-0.714319900721505	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.168285922965903
Q14166	-1.49166562919028	0.173383542960662	-1.04476511603055	-0.230493760670091	1.59958532780418	0.981137278036782	0.525751840241365	-0.626393359307409	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.157764375662561
Q7Z434	-1.60247515237497	0.847718230563188	-0.619293932933882	0.540325802179548	1.38144903714297	-0.559274277031839	0.308190012218691	-0.288245634664351	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.0338406215149106
Q9Y548	-0.623520210610254	-0.492002379642427	0.285833613432286	0.777417290572017	1.41137309574076	0.195716369961746	-1.42162513075453	0.487799652195298	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	0.525412567933076
P47897_P07814	0.0869802884405631	-0.47538412992117	1.14554843994841	0.514106817052924	0.637059842080482	-0.296659421130218	-2.20292055845267	-0.0147995287235066	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.47725567252186
P62249	-0.337975084184851	-0.226989699846576	0.754441869156331	-0.528716507918585	1.15060799095506	-0.589670121926761	-0.776689275750337	0.171888878177548	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	0.441104040901934
Q9H4B0	-1.31966763700462	-0.217718864011213	1.66557949481001	0.0855057048400301	1.36962007730667	-1.26860956176055	-0.557168329698011	-0.519228086300357	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.435211752206171
P31948	-1.52167125512119	-0.904093312664174	1.12117722051405	0.00154198770321518	1.41583818512471	0.729301830863742	-0.243038428906286	-0.609680722903042	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	0.297282329159202
Q9C0A0	-0.460253662657856	-0.527355522080148	0.596287597061804	-0.675693582030438	0.820140408825489	0.296973397299301	-1.39289846573039	0.0929511470205705	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	0.103282877793319
O43747	-1.62493157532228	-0.668737969751614	0.583298493056821	1.03103220804342	1.28313768910753	-0.656848028246267	-0.216999085240161	0.574805019925888	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	0.0843834392269167
Q9Y224	-0.51674139633277	-0.061252768795732	1.69193394935004	-1.1244071761893	1.09090001188911	0.288471939799246	-1.05608685507145	-0.271720992087879	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.0542325785273784
Q9UPN6	0.198584772939558	-0.109919283308695	-0.449903504139297	-0.549536229081253	-0.819794580833869	0.333792656100689	1.76983266496746	-0.354350832642163	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Virus_2h	black	-0.046400261343681
O14818	-0.192551792550886	-0.178665754853249	0.459103638152164	0.319645671979981	1.60069407067694	-0.43838434519885	-1.26397937673725	0.871504237636385	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	0.030459064783009
P24666	-0.0537261972893794	-0.999353637581139	0.567672008086304	0.790183876285094	0.827698055602178	0.543102328741286	-0.487711120208951	-1.74222661667414	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.831041889548413
Q9H1X3	-0.938749599858811	0.928979388789807	-1.27906497796987	-0.856720679150187	0.0470637011224936	0.740013438994525	0.823424701388606	0.286304282908066	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.286041978696989
P50395	-1.46265364617725	0.410784971271484	-0.791132360162445	0.35787598905194	0.958417900448319	0.544682922093108	-0.635709979537101	0.729044638522821	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	0.266195681748046
Q8WUX9	1.38415530887285	0.0756021119682533	0.94609100717567	-0.794878632601844	-0.728124707934695	0.0436807787522339	0.167773393293853	-1.22455544048335	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.239754409113435
Q9NQ84	0.0569207586590416	1.02278361931715	-0.378990996776853	0.256022552863834	0.435546859010712	0.900816877840949	0.0578309332321396	-2.00071104399719	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.214023169770981
P19404	0.242530222795268	-0.223931379446117	1.24327405482629	-0.712617094049731	0.861602765546228	0.74100923036958	-0.463621688822131	-1.42916150455875	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	-0.145192353677703
Q96QR8	-1.15123190938637	-0.643460547298344	-0.752611263631727	0.143074385924434	0.80831913474129	0.511176534264881	0.276885627515877	1.15197559112487	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.136650299020393
P04264_P04259_P02538_P04264_P05787_P13647	-0.762331153936505	-0.684573408575949	-0.433096375414405	-0.594496947413904	0.334899130288016	-0.465983866728516	0.336909677994572	0.996805231991522	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.102547114924088
Q96DB5	-0.415043191171731	0.0177670244098977	-0.272528064779102	0.0884813500264382	-0.626900118491983	0.0880090311162283	-0.296523163423759	1.51468944915331	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.0497157781461947
P02533_P08727_Q9D312_P19012_Q04695_P19001_P08727_P08779_P35900	-0.510100135076063	0.85149658610646	-0.527642287855102	-1.48043095768082	0.446209290118512	-0.42284308726046	1.04126653410296	1.2350010867911	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.025679489961581
P61158	-0.955942027049172	0.418381707123212	-0.452555633280827	0.599607334493354	-0.467313822211326	-0.582534169183621	0.0684580597380251	0.570304963493567	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	-0.920645909574586
Q6NXT1	-0.0996109535059903	0.346312210511045	-1.23042393611314	-0.230346866658439	0.395178962921444	-0.521689874324489	-0.445928347434138	0.437599688632132	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	-0.303318793453129
Q96K21	-0.331071597901226	-0.0297972669524932	-0.295509759271277	-0.239455125970175	-0.654862241307075	-0.929118938935887	0.45405224500166	-0.621944090159461	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Virus_2h	black	-0.160330072337957
